Title,keywords,Python,salary,R,SQL,Place
Data Analyst,"(['R', 'Python'], ['AWS'], ['Tableau', 'SQL', 'agile'])",0,,0,1,Washington DC-Baltimore Area 
Data Analyst,"(['R', 'Python', 'Julia'], ['SQL Server', 'access'], ['agile', 'SQL', 'NumPy', 'pandas', 'API'])",0,75000.0,0,0,"El Segundo, CA "
Data Analyst,"(['SQL', 'power BI', 'Mixpanel', 'PowerPoint', 'mode'],)",0,,0,0,"Irving, TX"
"Data Analyst (Power BI, SQL)","(['SQL Server'], ['Power BI', 'SQL'])",0,,0,0,"Redmond, WA"
Data Analyst,"(['AWS'], ['Redshift', 'MySQL', 'Access'], ['SQL', 'ETL', 'SSIS', 'Tableau', 'Agile', 'Scrum', 'JIRA'])",0,,0,1,Los Angeles Metropolitan Area
Data Analyst,"(['Python', 'R'], ['GIS', 'SQL'])",1,,0,0,"Chicago, IL"
Data Analyst,"(['Python'], ['AWS'], ['SQL', 'Tableau', 'Google Sheets'])",0,87500.0,0,1,"Englewood, CO "
Data Analyst,"(['Python'], ['Power BI', 'Scrum', 'SQL', 'SAP', 'Agile'])",0,,0,0,"Charlotte, NC "
Data Analyst,"(['SQL'],)",0,,0,0,"Orlando, FL"
Data Analyst,"(['microsoft teams'], ['SAP', 'ETL', 'SQL'])",0,,0,0,Greater Minneapolis-St. Paul Area
Data Analyst,"(['Tableau'],)",0,,0,0,"Chicago, IL"
Data Analyst,"(['Python', 'R'], ['Power BI', 'Tableau', 'SQL', 'Google Analytics', 'SAS'])",1,,0,0,"Dallas, TX "
Data Analyst-Entry level.,,0,,0,0,"Pleasanton, CA"
Data Analyst,"(['SQL', 'SSRS'],)",0,,0,0,"Conroe, TX"
Data Analyst,,0,,0,0,"Newton, MA"
Data Analyst,"(['Python'], ['access'], ['SQL', 'PowerPoint', 'Tableau', 'agile'])",0,,0,0,"Weehawken, NJ"
Data Analyst,"(['Oracle'], ['SQL'])",0,,0,0,United States
Data Analyst,"(['JavaScript', 'Python', 'R'], ['SQL', 'ETL', 'Tableau', 'SPSS', 'SAS', 'Power BI'])",0,,0,0,"Modesto, CA "
Data Analyst,"(['R'], ['SQL Server'], ['Shiny'])",0,,0,0,"Camden, NJ"
Data Analyst,"(['Snowflake'], ['SQL', 'Tableau'])",0,,0,0,Los Angeles Metropolitan Area
Data Analyst,"(['Salesforce', 'Tableau'],)",0,,0,1,United States
Data Analyst,"(['Python'], ['Looker', 'Power BI', 'SQL'])",0,100000.0,0,0,United States 
Data Analyst,"(['Python', 'R'], ['Jira', 'jira', 'SQL', 'Tableau', 'Google Analytics'])",0,,0,0,"Cary, NC"
Data Analyst,"(['access'], ['GitHub', 'Mode'])",1,,0,0,"Portland, Oregon Metropolitan Area "
Data Analyst (part-time),"(['R'], ['Google Sheets'])",0,,1,0,United States
Data Analyst,"(['python', 'DAX'], ['Power BI', 'SQL'])",0,,0,1,"St Charles, IL "
Data Analyst,"(['Oracle'], ['ETL', 'SQL', 'Looker'])",0,,0,0,"Charlotte, NC"
Datawarehouse BA,"(['Oracle'], ['SQL', 'Tableau', 'SAP', 'Salesforce'])",0,,0,1,"Vancouver, British Columbia, Canada"
Junior Business Systems Analyst (Functional Application Analyst 1) (The City of Surrey),"(['SQL'],)",0,,0,0,"Surrey, British Columbia, Canada"
Senior Support Analyst,"(['Salesforce'],)",0,,0,0,"Vancouver, British Columbia, Canada "
Power BI Engineer,"(['R', 'Python'], ['Microsoft Azure'], ['Power BI', 'Agile', 'API', 'SQL', 'DataBricks'])",0,,0,1,"Vancouver, British Columbia, Canada"
Intermediate Data Engineer,"(['Python'], ['SQL', 'Agile'])",0,,0,0,"Greater Vancouver, British Columbia, Canada"
Senior Performance and Data Analyst,"(['Python', 'R'], ['Power BI', 'Tableau', 'SQL'])",0,114500.0,0,0,"Vancouver, British Columbia, Canada "
System Integration Engineer,"(['Python'], ['Microsoft 365'], ['API'])",0,,0,1,"Vancouver, British Columbia, Canada"
Senior Engineer - Data & Analytics,"(['Python', 'JavaScript'], ['Snowflake'], ['agile', 'Databricks', 'SQL'])",0,,0,0,"Vancouver, British Columbia, Canada"
Data Engineer/Developer,"(['Python', 'JavaScript'], ['MySQL', 'PostgreSQL', 'MongoDB', 'access'], ['SQL', 'Google Sheets', 'API'])",0,,0,1,"North Vancouver, British Columbia, Canada "
Data Developer Intern - May 2023,"(['Python', 'JavaScript'], ['API', 'SQL'])",0,45000.0,0,0,"North Vancouver, British Columbia, Canada "
Business Systems Analyst,"(['Oracle'], ['SAP'])",0,,0,0,"Burnaby, British Columbia, Canada"
"Information Technology - Senior IT Business Analyst, People Technology",,0,,0,0,"Vancouver, British Columbia, Canada"
"Business Analyst, Reporting","(['VBA', 'JavaScript'], ['access'], ['SSRS', 'SQL', 'Power BI', 'Tableau'])",0,,0,0,"Vancouver, British Columbia, Canada"
Business Intelligence Specialist,"(['Google Workspace'], ['access'], ['Power BI', 'Tableau', 'Alteryx', 'ETL', 'SQL'])",0,,0,1,"Vancouver, British Columbia, Canada"
Principal Data Analyst,"(['access', 'Snowflake'], ['SQL', 'Looker', 'dbt', 'Salesforce'])",0,,0,0,"Vancouver, British Columbia, Canada"
Senior Data Engineer,"(['Python'], ['SQL', 'DBT', 'airflow'])",0,,0,1,"Vancouver, British Columbia, Canada"
"Senior Analyst, Data Management (Permanent, Full Time)","(['SQL', 'SAP', 'SAS'],)",0,,0,0,"Vancouver, British Columbia, Canada"
Business Systems Analyst,,0,27000.0,0,0,"Vancouver, British Columbia, Canada"
Business Intelligence Analyst,"(['Microsoft SQL Server'], ['ETL', 'SAS', 'SQL'])",0,,0,0,"Vancouver, British Columbia, Canada"
Data Modeler,"(['SQL', 'Synapse', 'Salesforce'],)",0,,0,0,"Vancouver, British Columbia, Canada"
Data Center Engineer,,0,,0,1,"Vancouver, British Columbia, Canada "
Cloud Data Engineer,"(['Python'], ['AWS'], ['access', 'SQL Server'], ['ETL', 'SSIS', 'SQL'])",0,,0,0,"Vancouver, British Columbia, Canada "
Data Analyst,"(['Access', 'Microsoft Access'], ['SQL'])",1,,0,0,"Boston, MA "
Data Analyst,"(['Python'], ['AWS', 'GCP'], ['SQL', 'Tableau'])",0,,0,0,"Boston, MA "
Data Analyst,,0,,0,1,"Watertown, MA"
Data Analyst,,0,,0,0,"Newton, MA"
"Data Analyst, Onboarding","(['Python', 'R'], ['access', 'Microsoft Access'], ['SQL', 'Tableau', 'Looker', 'Mode'])",0,80000.0,0,0,"Boston, MA"
Data Analyst – Analytics and Insights - Data Center of Excellence,"(['Python'], ['Snowflake'], ['SQL', 'agile'])",1,,0,0,"Framingham, MA"
Data Visualization Analyst,"(['Python'], ['Oracle database', 'SQL Server', 'PostgreSQL', 'Redshift'], ['Tableau', 'ETL'])",0,,1,0,Greater Boston 
Data Entry Analyst,"(['Microsoft Access'],)",0,,0,1,"Boston, MA "
Data Analyst I,"(['JAVA', 'Python', 'R'], ['AWS'], ['SQL Server'], ['SQL', 'Jira', 'Tableau'])",0,,0,0,"Chelsea, MA "
Junior Data Analyst,"(['MATLAB', 'Python'], ['SQL'])",0,,0,0,"Boston, MA "
Data Analyst,"(['python', 'MATLAB', 'Python'], ['AWS'])",0,,0,1,"Boston, MA"
Assistant Data Analyst,"(['Python'], ['Tableau'])",0,,0,0,"Boston, MA"
Data Analyst,"(['R', 'Python'], ['access'], ['SQL'])",0,,0,0,"Boston, MA"
Data Analyst,"(['Python', 'R'], ['SQL', 'Tableau', 'ETL', 'Airflow', 'Docker', 'Pandas'])",0,,0,0,"Boston, MA"
Risk & Data Analyst,"(['Tableau', 'SQL'],)",0,,1,0,"Waltham, MA "
Digital Data Analyst,"(['Google Analytics'],)",1,75000.0,0,0,"Boston, MA"
Business Data Analyst,"(['VBA', 'R', 'Python', 'Dax'], ['SAS', 'SQL', 'Power BI', 'PowerPoint'])",0,,0,1,"Boston, MA "
Emergency Assistance Data Analyst II,"(['Access'],)",0,,0,0,"Boston, MA"
Data Analyst I,"(['Access', 'access'],)",0,,0,0,"Boston, MA "
Data Analyst and Visualization Specialist (Contractor),"(['Access', 'access'], ['Tableau', 'SAS', 'PowerPoint'])",1,,0,0,"Boston, MA"
Data Analyst,"(['MATLAB', 'Python'], ['SQL'])",0,,0,1,"Cambridge, MA"
Insight Analyst,,0,,0,0,"Boston, MA"
Data Analytics Engineer,"(['Python'], ['access'], ['Databricks', 'SQL', 'ETL', 'Tableau'])",0,,0,0,"Boston, MA "
Data Analyst/Master Data Coordinator,"(['SAP'],)",1,,0,0,"Boston, MA"
Data Analyst,"(['Python'], ['SQL Server'], ['agile'])",0,,0,0,"Wilmington, MA"
Data Entry Analyst (Remote) Admin,,0,,0,0,"Boston, MA "
Data Analyst (Biostats),"(['R'], ['SAS', 'Tableau'])",0,,0,1,"Boston, MA"
Data Analyst - Division of Quality Improvement,"(['access'], ['SAS', 'GIS'])",0,,0,0,"Boston, MA"
Data Analyst (Senior),"(['R', 'Python', 'Javascript'], ['SQL', 'Google Sheets', 'Tableau', 'ETL'])",0,59000.0,0,0,"Chestnut Hill, MA"
Emergency Assistance Data Analyst II,"(['Access'],)",0,,0,0,"Boston, MA"
Healthcare Data Analyst,"(['R'], ['SQL Server', 'MySQL', 'Oracle'], ['SAS', 'SPSS'])",0,85000.0,0,0,"Boston, MA"
Senior Data Analyst (Remote),"(['R', 'Python'], ['SAS', 'SQL', 'PowerPoint'])",0,,0,0,"Wakefield, MA"
Data Analyst,"(['access', 'Redshift'], ['SQL', 'ETL', 'agile'])",0,,0,1,"Boston, MA"
2023 Spring Intern - Data Analysis (Payments & Fintech),"(['R', 'Python'], ['SQL', 'Tableau'])",0,,0,1,"Boston, MA "
Data Analyst II,"(['R', 'Matlab', 'Java', 'Python'], ['Powerpoint'])",0,,0,0,"Boston, MA"
Management Analyst II - Data Analyst,"(['Access', 'SQL Server'], ['Tableau'])",0,,0,0,"Boston, MA"
Data Analyst,"(['access'],)",1,,0,0,"Westwood, MA"
Data and Resources Analyst,"(['PowerPoint'],)",0,,0,1,"Chelsea, MA"
Data Analyst,"(['SQL'],)",1,,0,0,"Boston, MA"
Healthcare Data Analyst- Summer Associate,"(['R'], ['SQL Server', 'MySQL', 'Oracle'], ['SAS', 'SPSS'])",0,,0,0,"Boston, MA"
Part-Time Data Entry Analyst - Solvas Financial Technology,"(['Microsoft Teams'],)",0,,0,0,"Boston, MA"
Data Integration Analyst,"(['Python', 'R'], ['Amazon Web Services'], ['Pandas', 'SQL'])",0,,0,1,"Boston, MA"
Business Data Analyst,"(['access'], ['SQL', 'Tableau', 'Salesforce', 'ETL', 'SSiS'])",0,,0,0,"Somerville, MA"
Research Data Analyst,"(['R'], ['SPSS', 'Power BI', 'Tableau', 'SQL'])",0,,0,0,"Newton, MA"
Real Estate Data Analyst,"(['Oracle', 'Access'], ['Power BI', 'SAP', 'Salesforce', 'PowerPoint'])",0,,0,1,"Boston, MA"
Marketing Data Analyst,"(['SQL'],)",0,76000.0,1,0,"Waltham, MA"
Marketing Data Analyst,"(['SQL'],)",1,76000.0,0,0,"Waltham, MA"
Lead Data Analyst- Customer and Financial Analytics,"(['access'], ['SQL', 'Tableau'])",0,,0,1,"Boston, MA"
Portfolio Data Analyst,,0,,0,0,"Boston, MA "
Analyst Data Visualization,"(['Power BI'],)",0,,0,0,"Quincy, MA"
Strategy Data Analyst,"(['Python'], ['velocity', 'Snowflake'], ['SQL', 'Tableau'])",1,,0,0,"Cambridge, MA "
Quality Data Analyst,"(['CDB'], ['Powerpoint'])",0,,1,0,"Cambridge, MA"
Jr. Data Systems Support Analyst,"(['ACCESS'], ['PowerPoint'])",0,,0,0,"Boston, MA"
Data Analytics Professional,"(['Python'], ['Access', 'access'], ['Tableau'])",0,25000.0,0,0,"Boston, MA"
Data Visualization Specialist,"(['DAX', 'Python', 'R'], ['access'], ['Power BI', 'SCRUM'])",0,,0,0,"Boston, MA "
Data Analyst,"(['Oracle Database'], ['Snowflake'], ['SQL', 'Agile', 'SCRUM'])",0,,0,0,"Boston, MA"
"Data Analyst, Senior Associate","(['access'], ['SQL', 'ETL'])",0,65000.0,0,0,"Boston, MA"
Quality Data Analyst,"(['Tableau', 'PowerPoint'],)",0,,0,1,"Boston, MA"
Data Analyst and Coordination Specialist (SY22-23),"(['access'], ['SQL'])",0,,0,0,"Boston, MA"
Data Analyst (SQL/ Tableau),"(['python'], ['tableau', 'SQL', 'Tableau', 'jira'])",0,,0,0,"Boston, MA"
Data Analyst,"(['Python'], ['Snowflake'], ['SQL'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['Python'], ['Tableau'])",0,,0,0,"Toronto, Ontario, Canada "
Jr. Data Analyst,"(['R'], ['Oracle', 'mySQL'], ['ETL', 'Google Analytics', 'SQL', 'Tableau', 'SAS'])",1,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['Looker', 'SQL'],)",0,,0,1,"Toronto, Ontario, Canada"
Data Analyst,"(['access'], ['Salesforce', 'Power BI'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst Co-Op,"(['Python'], ['SQL', 'Databricks', 'Tableau'])",1,,0,0,"Toronto, Ontario, Canada"
Data Analyst (12 Month Contract),"(['Oracle', 'Hive'], ['SQL', 'Tableau', 'Power BI', 'Looker', 'Alteryx'])",0,,0,1,"Mississauga, Ontario, Canada "
Data Analyst,"(['Python'], ['AWS'], ['ETL', 'Tableau', 'SQL'])",0,,1,0,"Toronto, Ontario, Canada"
Jr. Data Analyst / Full-time (Remote),"(['SQL'],)",0,,0,1,"Toronto, Ontario, Canada"
Data Analyst (Hybrid),"(['Python', 'MATLAB', 'C++', 'VBA'], ['access'], ['SQL'])",0,,0,0,"Mississauga, Ontario, Canada"
Data Analyst,"(['python'], ['PostgreSQL'], ['ETL', 'SQL', 'Alteryx', 'SPSS', 'SAS'])",1,,0,0,"Mississauga, Ontario, Canada"
Data Analyst,"(['Snowflake'], ['SQL', 'Tableau', 'Salesforce'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['Python', 'Java'], ['AWS'], ['MySQL'], ['DataBricks', 'agile'])",0,,0,0,"Mississauga, Ontario, Canada"
Data Analyst (Capital Market),"(['Python'], ['SQL'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['R', 'Python'], ['access'], ['SQL', 'Tableau', 'PowerPoint'])",0,,0,0,"Toronto, Ontario, Canada "
Jr. Data Analyst (8 Month Contract),"(['Tableau', 'Power BI'],)",0,,0,0,"Mississauga, Ontario, Canada "
Data Analyst,"(['R', 'Python'], ['access'], ['SQL', 'Tableau', 'PowerPoint'])",0,,0,0,"Toronto, Ontario, Canada "
Full Time / Data Entry Analyst Researcher (Remote),"(['Google Sheets'],)",0,,0,0,"Toronto, Ontario, Canada"
Entry level / Virtual Data Entry Analyst Assistant (Remote),,0,,0,0,"Toronto, Ontario, Canada"
Entry level / Virtual Data Entry Analyst Assistant (Remote),,1,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['DAX'], ['Databricks', 'GitHub', 'Power BI', 'SQL', 'ETL'])",0,,0,0,"Toronto, Ontario, Canada"
Data Analyst,"(['R', 'Python'], ['access'], ['SQL'])",0,110000.0,0,0,"Seattle, WA "
Data Analyst - Tiktok Ads,"(['Python'], ['Hive'], ['SQL', 'Tableau'])",0,,1,0,"Seattle, WA "
Data Analyst - Remote,"(['SQL', 'Power BI', 'Tableau', 'ETL'],)",0,95000.0,0,0,"Bellevue, WA"
Data Analyst II,"(['Python'], ['SQL', 'Tableau', 'pandas'])",0,133000.0,0,0,"Seattle, WA"
Data Analyst,"(['Power BI', 'SQL', 'Databricks'],)",0,,0,0,"Seattle, WA"
Data Analyst,"(['Python'], ['Snowflake'], ['SQL', 'Power BI', 'Tableau'])",0,97500.0,0,0,"Bellevue, WA"
Data Analyst,"(['SQL'],)",0,,0,0,Greater Seattle Area
Data Analyst,"(['Python'], ['SQL', 'sklearn'])",0,139000.0,0,1,"Seattle, WA "
Marketing Data Analyst,"(['Google Analytics', 'Tableau', 'API', 'SQL'],)",0,,0,0,"Kent, WA"
Data Analyst,"(['Google Meet'], ['SQL', 'Tableau', 'Mixpanel', 'Github'])",0,,0,0,Greater Seattle Area
Marketing Data Analyst,"(['VBA'], ['Power BI', 'PowerPoint', 'Tableau'])",0,80000.0,0,0,"Seattle, WA "
Data Analyst - Tiktok Ads and Monetization Products,"(['Python'], ['Hive'], ['SQL', 'Tableau'])",0,,0,0,"Seattle, WA "
Data Analyst,"(['R', 'Python', 'JavaScript'], ['Tableau', 'SQL'])",0,122500.0,0,0,"Seattle, WA"
Data Analyst III,"(['Power BI', 'Tableau', 'PowerPoint'],)",0,,0,1,"Redmond, WA"
Data Analyst,"(['Python', 'Java'], ['Microsoft Azure', 'Amazon Web Services'], ['Numpy', 'Scikit learn', 'Plotly', 'TensorFLow', 'Tableau'])",0,,0,0,"Seattle, WA"
Data Analyst – Commercial Construction,"(['Tableau'],)",1,105000.0,0,0,"Seattle, WA"
Onboarding Data Analyst,"(['SQL', 'Looker'],)",0,67500.0,1,0,"Seattle, WA "
Healthcare Analyst - Data Visualization,"(['DAX', 'R', 'Python'], ['SQL', 'SAS'])",0,82500.0,0,0,"Seattle, WA"
Data Analyst,"(['DAX'], ['SQL', 'Power BI'])",0,,0,0,"Redmond, WA"
Data Analyst,"(['Python'], ['SQL'])",0,,0,0,"Seattle, WA"
Data Visualization Specialist,"(['DAX'], ['Snowflake'], ['SQL', 'Power BI'])",0,80000.0,0,1,"Seattle, WA"
Data Analyst,"(['SAS'],)",1,,0,0,"Bellevue, WA"
Data Analyst II,"(['R'], ['Microsoft SQL Server', 'access'], ['Tableau', 'SQL'])",0,92500.0,1,0,"Seattle, WA"
Data Analyst 3 - Fraud Strategy - Remote,"(['R', 'Python'], ['SAS', 'SQL'])",0,89000.0,0,1,"Seattle, WA"
Data Analyst - Tiktok Ads and Monetization Products,"(['Python'], ['Hive'], ['SQL', 'Tableau'])",0,,0,0,"Seattle, WA "
data analyst,"(['Python'], ['AWS'], ['Tableau', 'SQL'])",0,,0,0,"Bellevue, WA"
Data Analyst,,0,,0,0,"Redmond, WA"
Senior Data Analyst,"(['Python', 'R'], ['AWS'], ['Snowflake'], ['SQL', 'Tableau'])",0,,0,1,"Seattle, WA"
Lead Data Analyst,"(['Python'], ['SQL', 'Tableau', 'Power BI', 'API', 'ETL'])",1,,0,0,"Seattle, WA"
Data Analyst - Senior,"(['Python'], ['pandas', 'matplotlib'])",0,,0,0,"Tacoma, WA"
Data Labelling Analyst (Remote),,0,,0,0,"Seattle, WA "
Data Analyst,"(['Microsoft Azure', 'Azure Data Lake'], ['SQL Server'], ['Power BI', 'SSIS'])",0,,1,0,"Redmond, WA"
Data Analyst,"(['DAX'], ['SQL', 'Power BI'])",0,,0,0,"Redmond, WA"
Part-Time Data Entry Analyst - Solvas Financial Technology,"(['Microsoft Teams'],)",0,,0,0,"Seattle, WA"
Digital Analytics Analyst (Hybrid),"(['agile', 'Google Analytics'],)",0,87000.0,0,1,"Seattle, WA"
Data Analyst,"(['Agile', 'SQL', 'ETL'],)",0,,0,0,"Bellevue, WA"
Data Analyst,"(['DAX'], ['SQL', 'Power BI'])",0,,0,0,"Redmond, WA"
Data Analyst,"(['DAX'], ['SQL', 'Power BI'])",1,,0,0,"Redmond, WA"
Data Analyst/Data Scientist,"(['access'], ['SQL', 'Google Sheets'])",0,120000.0,0,0,"Seattle, WA"
Marketing Data Analyst,"(['Google Analytics', 'Tableau', 'API', 'SQL'],)",0,,0,1,"Kent, WA "
DATA ANALYST 2,"(['SQL Server', 'access'], ['SSRS', 'SQL'])",0,,0,0,"Seattle, WA"
Healthcare Data Analyst,,0,,0,0,"Bellevue, WA"
Data Analyst,"(['access'],)",0,70000.0,0,0,"Kent, WA"
Data Analyst,"(['DAX'], ['SQL', 'Power BI'])",0,,0,0,"Redmond, WA"
Analytics Internship,"(['Google Analytics'],)",0,,0,0,"Seattle, WA"
Language Data Analyst,"(['Python', 'R'], ['SQL', 'GitHub'])",0,,1,0,"Seattle, WA"
Principal Data Analyst,"(['access', 'Snowflake'], ['SQL', 'Looker', 'dbt', 'Salesforce'])",1,,0,0,"Seattle, WA"
Data Analyst,"(['DAX'], ['SQL', 'Power BI'])",0,,0,0,"Redmond, WA"
Business Data Analyst,"(['Python'], ['SQL', 'Databricks'])",0,,0,0,"Seattle, WA"
Population Health Data Analyst (Remote Hybrid),"(['Access'], ['SQL'])",0,76000.0,0,1,"Bellevue, WA "
Health Care Data Analyst (2022-1311),"(['Access'], ['PowerPoint'])",0,,1,0,"Renton, WA "
Business Intelligence Analyst,"(['Power BI'],)",1,,0,0,"Redmond, WA "
Senior Data Analyst,"(['SQL', 'DBT', 'airflow', 'Tableau'],)",0,,0,0,"Seattle, WA"
"DATA ANALYST – ENVRIONMENTAL, OCCUPATIONAL, AND DIETARY RISKS","(['R', 'Python'], ['access'], ['agile'])",0,,0,0,"Seattle, WA"
Data Analyst 3 - 8229-1,"(['Access'], ['SQL', 'PowerPoint'])",0,,0,1,"Bellevue, WA"
Sr. Data Analyst,"(['Python', 'R'], ['SQL', 'numpy', 'pandas', 'matplotlib'])",0,123500.0,0,0,"Seattle, WA"
Web data Analyst,"(['Power BI', 'agile'],)",0,,0,0,"Redmond, WA"
Freelance Data Analysis Mentors/Tutors (f/m/d) (Remote),"(['Python'], ['SQL', 'pandas', 'Tableau', 'Power Bi'])",0,,0,0,"Seattle, WA"
Sr. Data Analyst (Product),"(['access'], ['SQL', 'Tableau', 'Power BI'])",0,,0,1,"Bellevue, WA"
Data Engineer,"(['python', 'Scala', 'Python', 'Java'], ['AWS'], ['redshift', 'Snowflake'], ['SQL', 'Airflow'])",0,,0,0,"Bellevue, WA"
Data Analyst,"(['SQL'],)",0,,0,0,"Brussels Region, Belgium "
Data Analyst,"(['R', 'Python'], ['Azure Data Lake'], ['Velocity'], ['ETL', 'Power BI', 'SQL', 'Pandas', 'Matplotlib', 'Databricks', 'SAP'])",0,,0,0,"Antwerp, Flemish Region, Belgium"
Business Data Analyst,"(['Python'], ['Tableau', 'SQL'])",0,,0,0,European Union
Data Analyst,"(['Python'], ['SQL'])",0,,0,0,"Brussels, Brussels Region, Belgium"
Data Analyst,"(['AWS'], ['Agile'])",0,,0,0,"Brussels, Brussels Region, Belgium"
Data Analyst (m/f/d),"(['agile', 'Tableau', 'SQL'],)",0,,0,1,"Brussels, Brussels Region, Belgium"
DATA ANALYST,"(['Python'], ['SAS', 'SQL'])",0,,0,0,"Brussels, Brussels Region, Belgium"
Senior Data Analyst,"(['Python'], ['Power BI', 'SQL', 'Databricks'])",0,,0,0,"Erpe-Mere, Flemish Region, Belgium"
Data Analyst - Process,,0,,0,0,"Rotselaar, Flemish Region, Belgium"
Data-analist,,0,,0,1,Antwerp Metropolitan Area
Clinical Data Analyst,"(['Python', 'R'], ['SAS', 'SQL', 'Tableau', 'QlikView', 'Power BI'])",0,,0,0,"Flemish Region, Belgium"
Data Analyst,"(['python'], ['SQL', 'Power BI', 'Tableau'])",0,,0,0,"Mechelen, Flemish Region, Belgium"
Data-analist,,0,,0,0,"Brussels, Brussels Region, Belgium"
PowerBI Data Analyst,"(['Python'], ['Power BI'])",0,,0,0,"Flemish Region, Belgium"
Data Analyst,"(['SAP', 'sql', 'SQL', 'Qlikview', 'Tableau'],)",0,,0,0,"Brussel-Louisa, Brussels Region, Belgium "
Real time data analyst with Customer at heart,"(['Python', 'R'], ['SQL', 'Tableau'])",0,,0,0,"Brussels, Brussels Region, Belgium"
Junior Data Analist - Regio Mechelen,"(['Tableau'],)",1,,0,0,"Mechelen, Flemish Region, Belgium"
Internship in Data Analytics,"(['R', 'Python'], ['Alteryx', 'Tableau', 'Power BI'])",0,,1,0,"Brussels, Brussels Region, Belgium"
Insights Analyst,"(['R', 'Python'], ['SPSS', 'Tableau'])",0,,0,0,European Union
Data & Analytics Analyst Engineer (M/X/V),"(['SQL', 'Tableau'],)",0,,0,1,"Brussels, Brussels Region, Belgium"
Business & Data Analyst,"(['velocity'], ['API', 'agile', 'SQL'])",1,,0,0,European Union
Junior Clinical Data Analyst (BE),"(['access'], ['SAS'])",0,,0,0,"Louvain-la-Neuve, Walloon Region, Belgium"
Data Analyst,"(['R', 'Python'], ['access'], ['SQL'])",0,110000.0,0,1,"Seattle, WA "
Data Analyst - Tiktok Ads,"(['Python'], ['Hive'], ['SQL', 'Tableau'])",0,,0,0,"Seattle, WA "
Data Analyst - Remote,"(['SQL', 'Power BI', 'Tableau', 'ETL'],)",0,95000.0,0,0,"Bellevue, WA"
Data Analyst,"(['Python'], ['Snowflake'], ['SQL', 'Power BI', 'Tableau'])",1,97500.0,0,0,"Bellevue, WA"
"data analyst, Partner (Employee) Communications",,0,,0,0,"Seattle, WA"
Data Analyst,"(['SQL'],)",0,,0,0,Greater Seattle Area
Jr Data Analyst (Tech Healthcare),,0,,0,1,"Redmond, WA"
Marketing Data Analyst,"(['Google Analytics', 'Tableau', 'API', 'SQL'],)",0,,0,0,"Kent, WA"
Data Analyst,"(['DAX'], ['SQL Server'], ['SSRS', 'SSIS', 'SQL', 'Power BI', 'ETL'])",0,,0,0,"Bellevue, WA"
Data Analyst (eCommerce),"(['PowerPoint'],)",0,87500.0,0,1,"Redmond, WA"
Data Analyst,"(['SAS', 'PowerPoint'],)",0,,0,0,"Bellevue, WA"
Data Analyst,"(['MATLAB'],)",0,,0,0,"Seattle, WA"
"Data Analyst (Power BI, SQL)","(['SQL Server'], ['Power BI', 'SQL'])",0,,0,0,"Redmond, WA"
Marketing Data Analyst,"(['VBA'], ['Power BI', 'PowerPoint', 'Tableau'])",0,80000.0,0,1,"Seattle, WA "
Data Analyst,"(['Google Meet'], ['SQL', 'Tableau', 'Mixpanel', 'Github'])",0,,0,0,Greater Seattle Area
Data Analyst – Commercial Construction,"(['Tableau'],)",1,105000.0,0,0,"Seattle, WA"
Data Analyst III,"(['Power BI', 'Tableau', 'PowerPoint'],)",0,82000.0,1,0,"Redmond, WA"
Data Analyst Consultant,"(['Python', 'R'], ['AWS'], ['Oracle'], ['Power BI', 'Tableau', 'Agile', 'Scrum', 'ETL', 'SQL', 'mode', 'Google Analytics'])",0,108000.0,0,0,"Bellevue, WA"
Data Analyst - Tiktok Ads and Monetization Products,"(['Python'], ['Hive'], ['SQL', 'Tableau'])",0,,0,0,"Seattle, WA "
Data Visualization Specialist,"(['DAX'], ['Snowflake'], ['SQL', 'Power BI'])",0,80000.0,0,1,"Seattle, WA"
Data Analyst - IT/Data Analyst III,"(['SAS', 'PowerPoint'],)",0,,0,0,"Bellevue, WA"
Data Analyst,"(['DAX'], ['SQL', 'Power BI'])",0,,0,0,"Redmond, WA"
Onboarding Data Analyst,"(['SQL', 'Looker'],)",0,67500.0,0,1,"Seattle, WA "
Healthcare Analyst - Data Visualization,"(['DAX', 'R', 'Python'], ['SQL', 'SAS'])",0,82500.0,0,0,"Seattle, WA"
